65474,188.3068061067326
69427,200.10286152716668
72622,209.13717440032724
78265,224.93105499168777
80112,230.40511201883487
82514,236.4102840543427
88635,255.45898085569576
92041,265.77707463598375
100345,291.0499458552401
102618,298.23870887312785
106278,309.5898513001086
109074,318.5132138257615
113963,333.8270860702388
1067,350.58458545769895
4463,1.227193202935566
8903,15.185331686734072
12719,26.60367114290539
17499,41.70683460999782
20889,52.81805740006933
26207,70.10789528501147
26727,72.63958396475854
30343,80.65530070891286
41822,113.41656513131221
42313,116.03769760749587
46390,129.56936528353552
48356,135.86100829172346
53740,152.72622129154024
59803,171.23281028317868

[188.3068061067326,200.10286152716668,209.13717440032724,224.93105499168777,230.40511201883487,236.4102840543427,255.45898085569576,265.77707463598375,291.0499458552401,298.23870887312785,309.5898513001086,318.5132138257615,333.8270860702388,350.58458545769895,1.227193202935566,15.185331686734072,26.60367114290539,41.70683460999782,52.81805740006933,70.10789528501147,72.63958396475854,80.65530070891286,113.41656513131221,116.03769760749587,129.56936528353552,135.86100829172346,152.72622129154024,171.23281028317868]
