S10,1,"['57565', '57565']",太子,"[176.99677649999998, 176.99677649999998]","[20.21894121, 20.21894121]",False,"[4.5, 4.5]"
S11,1,"['56975', '56975']",从官(太微垣),"[175.19627319, 175.19627319]","[21.35284143, 21.35284143]",False,"[5.26, 5.26]"
S12,1,"['63121', '63121']",郎将,"[194.00251587, 194.00251587]","[38.31469771, 38.31469771]",False,"[5.61, 5.61]"
S13,1,"['54951', '54951']",虎贲,"[168.80101292, 168.80101292]","[23.09552528, 23.09552528]",False,"[4.56, 4.56]"
S14,6,"['59856', '58386', '58386', '58460', '58460', '58654', '58654', '57670', '57670', '56997', '56997', '56410']",常陈,"[184.12572839999999, 179.57901366, 179.57901366, 179.82307392, 179.82307392, 180.41471830000003, 180.41471830000003, 177.42416287, 177.42416287, 175.26260484, 175.26260484, 173.48489895]","[33.06179861, 32.33070408, 32.33070408, 33.16702114, 33.16702114, 36.04227697, 36.04227697, 34.9317394, 34.9317394, 34.20256022, 34.20256022, 36.81573666]",False,"[4.99, 8.91, 8.91, 5.95, 5.95, 5.59, 5.59, 5.73, 5.73, 5.31, 5.31, 6.38]"
S15,18,"['60018', '', '60742', '60018', '59923', '59923', '60742', '60742', '60697', '60697', '60098', '60098', '59489', '59489', '59923', '60880', '60746', '60746', '60170', '60170', '59364', '59364', '59489', '60697', '60746', '60880', '60904', '60904', '60514', '60514', '60351', '60351', '60168', '60168', '59468', '59468', '59364']",郎位,"[184.631536, 186.73469831, 184.631536, 184.37748884, 184.37748884, 186.73469831, 186.73469831, 186.60030726, 186.60030726, 184.87358759999998, 184.87358759999998, 183.00404877, 183.00404877, 184.37748884, 187.15902221, 186.74710034, 186.74710034, 185.08216696, 185.08216696, 182.69209512, 182.69209512, 183.00404877, 186.60030726, 186.74710034, 187.15902221, 187.22799077, 187.22799077, 186.07724865, 186.07724865, 185.62632982, 185.62632982, 185.07434995, 185.07434995, 182.96333771, 182.96333771, 182.69209512]","[30.24933506, 28.26861975, 30.24933506, 28.93710321, 28.93710321, 28.26861975, 28.26861975, 27.26826273, 27.26826273, 28.15722194, 28.15722194, 28.53646316, 28.53646316, 28.93710321, 26.22697321, 26.8257216, 26.8257216, 26.619750899999996, 26.619750899999996, 27.281528499999997, 27.281528499999997, 28.53646316, 27.26826273, 26.8257216, 26.22697321, 25.91288804, 25.91288804, 26.09861325, 26.09861325, 25.84618178, 25.84618178, 26.00182892, 26.00182892, 25.87035539, 25.87035539, 27.281528499999997]",False,"[6.23, 4.35, 6.23, 5.71, 5.71, 4.35, 4.35, 4.92, 4.92, 6.38, 6.38, 6.47, 6.47, 5.71, 6.52, 4.98, 4.98, 5.52, 5.52, 6.01, 6.01, 6.47, 4.92, 4.98, 6.52, 5.29, 5.29, 5.17, 5.17, 4.78, 4.78, 6.16, 6.16, 5.66, 5.66, 6.01]"
S16,2,"['56647', '56127', '56127', '55084']",明堂,"[174.23720774, 172.57867422, 172.57867422, 169.16568371]","[-0.82385424, -3.00345887, -3.00345887, -3.65151412]",False,"[4.3, 4.77, 4.77, 4.45]"
S17,2,"['54863', '54182', '54182', '53824']",灵台,"[168.50752833, 166.25512463, 166.25512463, 165.18680144]","[8.06095499, 7.33612254, 7.33612254, 6.10150342]",False,"[5.79, 4.62, 4.62, 4.98]"
S18,3,"['52638', '52959', '52959', '53417', '53417', '53954']",少微,"[161.46630065, 162.47388998, 162.47388998, 163.90353339, 163.90353339, 165.58242155]","[30.68240198, 27.97387214, 27.97387214, 24.74975451, 24.74975451, 20.17974575]",False,"[5.36, 6.05, 6.05, 4.3, 4.3, 4.42]"
S19,3,"['52457', '52686', '52686', '52689', '52689', '52911']",长垣,"[160.85429114, 161.60202972, 161.60202972, 161.60563681, 161.60563681, 162.31430258]","[23.18838442, 18.89162177, 18.89162177, 14.19480263, 14.19480263, 10.54526139]",False,"[5.08, 5.5, 5.5, 5.49, 5.49, 5.32]"
S20,1,"['44127', '44471']",三台(上台),"[134.80349479, 135.90649494]","[48.04234956, 47.15665934]",False,"[3.12, 3.57]"
